U28;Ruling Cabinet - Start;Name;Start Year;End Year;Retirement Year;Ideology;Personality;Loyalty;Picturename;X
955116;Minister of Security;Simon Stefani;1985;2000;2000;LE;Silent Lawyer;High;M955116;X
955117;Head of Military Intelligence;Mehmet Shehu;1948;1982;1982;ST;Logistics Specialist;Very High;M32017;X
955118;Head of Military Intelligence;Kadri Hazbiu;1960;1984;1984;ST;Political Specialist;Very High;M955110;X
955119;Head of Military Intelligence;Fecor Shehu;1980;1982;1982;ST;Dismal Enigma;High;M955114;X
955120;Head of Military Intelligence;Hekuran Isai;1982;2008;2008;LE;Dismal Enigma;Very High;M955115;X
955121;Head of Military Intelligence;Simon Stefani;1985;2000;2000;LE;Industrial Specialist;High;M955116;X
955122;Chief of Staff;Petrit Dume;1956;1975;1975;ST;School of Mass Combat;High;M955122;X
955123;Chief of Army;Petrit Dume;1956;1975;1975;ST;Static Defence Doctrine;High;M955122;X
955124;Chief of Navy;Petrit Dume;1956;1975;1975;ST;Base Control Doctrine;High;M955122;X
955125;Chief of Air Force;Petrit Dume;1956;1975;1975;ST;Vertical Envelopment Doctrine;High;M955122;X
955126;Chief of Staff;Veli Llakaj;1975;2020;2020;ST;School of Defence;Very High;M955126;X
955127;Chief of Army;Veli Llakaj;1975;2020;2020;ST;Static Defence Doctrine;Very High;M955126;X
955128;Chief of Navy;Veli Llakaj;1975;2020;2020;ST;Indirect Approach Doctrine;Very High;M955126;X
955129;Chief of Air Force;Veli Llakaj;1975;2020;2020;ST;Army Aviation Doctrine;Very High;M955126;X
955130;Chief of Staff;Kico Mustaqi;1980;2020;2020;LE;School of Mass Combat;Very High;M955130;X
955131;Chief of Army;Kico Mustaqi;1980;2020;2020;LE;Decisive Battle Doctrine;Very High;M955130;X
955132;Chief of Navy;Kico Mustaqi;1980;2020;2020;LE;Indirect Approach Doctrine;Very High;M955130;X
955133;Chief of Air Force;Kico Mustaqi;1980;2020;2020;LE;Army Aviation Doctrine;Very High;M955130;X
