U30;Ruling Cabinet - Start;Name;Start Year;End Year;Retirement Year;Ideology;Personality;Loyalty;Picturename;X
965135;Chief of Air Force;Gheorghe Ion;1965;2009;2010;ST;Vertical Envelopment Doctrine;High;M965132;X
965136;Chief of Staff;Ion Hortopan;1976;2000;2001;LE;School of Psychology;Very High;M965136;X
965137;Chief of Army;Ion Hortopan;1976;2000;2001;LE;Elastic Defence Doctrine;Very High;M965136;X
965138;Chief of Navy;Ion Hortopan;1976;2000;2001;LE;Indirect Approach Doctrine;Very High;M965136;X
965139;Chief of Air Force;Ion Hortopan;1976;2000;2001;LE;Naval Aviation Doctrine;Very High;M965136;X
965140;Chief of Staff;Vasile Milea;1978;2000;2000;ST;School of Manoeuvre;High;M965140;X
965141;Chief of Army;Vasile Milea;1978;2000;2000;ST;Armoured Spearhead Doctrine;High;M965140;X
965142;Chief of Navy;Vasile Milea;1978;2000;2000;ST;Indirect Approach Doctrine;High;M965140;X
965143;Chief of Air Force;Vasile Milea;1978;2000;2000;ST;Army Aviation Doctrine;High;M965140;X
965144;Chief of Staff;Stefan Gusa;1985;1994;1995;LE;School of Mass Combat;High;M965144;X
965145;Chief of Army;Stefan Gusa;1985;1994;1995;LE;Guns and Butter Doctrine;High;M965144;X
965146;Chief of Navy;Stefan Gusa;1985;1994;1995;LE;Indirect Approach Doctrine;High;M965144;X
965147;Chief of Air Force;Stefan Gusa;1985;1994;1995;LE;Army Aviation Doctrine;High;M965144;X
