Name;ID;Country;Rank 3 Year;Rank 2 Year;Rank 1 Year;Rank 0 Year;Ideal Rank;Max Skill;Traits;Skill;Experience;Loyalty;Type;Picture;Start Year;End Year;x
Commander;6719;URO;1936;1990;1990;1990;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;6720;URO;1936;1990;1990;1990;3;7;0;1;0;5;1;unknown;1936;1999;x
Commander;6721;URO;1936;1936;1936;1990;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;6722;URO;1936;1936;1990;1990;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;6723;URO;1936;1936;1936;1990;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;6724;URO;1936;1936;1936;1990;3;7;0;0;0;5;2;unknown;1936;1999;x
Commander;6725;URO;1936;1936;1936;1990;3;7;0;2;0;5;1;unknown;1936;1999;x
Commander;6726;URO;1936;1990;1990;1990;3;7;0;1;0;5;0;unknown;1936;1999;x
Commander;6727;URO;1936;1990;1990;1990;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;6728;URO;1936;1990;1990;1990;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;6729;URO;1936;1990;1990;1990;3;7;0;1;0;5;0;unknown;1936;1999;x
Commander;6730;URO;1936;1990;1990;1990;3;7;0;2;0;5;1;unknown;1936;1999;x
Commander;6731;URO;1936;1936;1990;1990;3;7;0;1;0;5;0;unknown;1936;1999;x
Commander;6732;URO;1936;1936;1990;1990;3;7;0;0;0;5;1;unknown;1936;1999;x
Commander;6733;URO;1936;1936;1936;1936;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;6734;URO;1936;1936;1936;1936;3;7;0;1;0;5;1;unknown;1936;1999;x
Commander;6735;URO;1936;1936;1990;1990;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;6736;URO;1936;1936;1936;1990;3;7;0;2;0;5;0;unknown;1936;1999;x
Commander;6737;URO;1936;1936;1936;1990;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;6738;URO;1936;1936;1936;1990;3;7;0;1;0;5;0;unknown;1936;1999;x
Commander;6739;URO;1936;1936;1990;1990;3;7;0;0;0;5;1;unknown;1936;1999;x
Commander;6740;URO;1936;1990;1990;1990;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;6741;URO;1936;1936;1990;1990;3;7;0;1;0;5;2;unknown;1936;1999;x
Commander;6742;URO;1936;1990;1990;1990;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;6743;URO;1936;1990;1990;1990;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;6744;URO;1936;1936;1936;1990;3;7;0;1;0;5;1;unknown;1936;1999;x
Commander;6745;URO;1936;1990;1990;1990;3;7;0;1;0;5;0;unknown;1936;1999;x
Commander;6746;URO;1936;1936;1990;1990;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;6747;URO;1936;1990;1990;1990;3;7;0;1;0;5;0;unknown;1936;1999;x
Commander;6748;URO;1936;1990;1990;1990;3;7;0;2;0;5;0;unknown;1936;1999;x
Commander;6749;URO;1936;1936;1990;1990;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;6750;URO;1936;1936;1936;1936;3;7;0;1;0;5;0;unknown;1936;1999;x
Commander;6751;URO;1936;1936;1990;1990;3;7;0;0;0;5;1;unknown;1936;1999;x
Commander;6752;URO;1936;1936;1990;1990;3;7;0;1;0;5;0;unknown;1936;1999;x
Commander;6753;URO;1936;1990;1990;1990;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;6754;URO;1936;1936;1936;1990;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;6755;URO;1936;1936;1936;1990;3;7;0;1;0;5;0;unknown;1936;1999;x
Commander;6756;URO;1936;1990;1990;1990;3;7;0;2;0;5;1;unknown;1936;1999;x
Commander;6757;URO;1936;1990;1990;1990;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;6758;URO;1936;1990;1990;1990;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;6759;URO;1936;1936;1936;1990;3;7;0;2;0;5;1;unknown;1936;1999;x
Commander;6760;URO;1936;1936;1990;1990;3;7;0;0;0;5;2;unknown;1936;1999;x
Commander;6761;URO;1936;1990;1990;1990;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;6762;URO;1936;1990;1990;1990;3;7;0;1;0;5;0;unknown;1936;1999;x
Commander;6763;URO;1936;1936;1990;1990;3;7;0;0;0;5;1;unknown;1936;1999;x
Commander;6764;URO;1936;1990;1990;1990;3;7;0;1;0;5;0;unknown;1936;1999;x
Commander;6765;URO;1936;1990;1990;1990;3;7;0;0;0;5;2;unknown;1936;1999;x
Commander;6766;URO;1936;1936;1936;1936;3;7;0;2;0;5;1;unknown;1936;1999;x
Commander;6767;URO;1936;1936;1936;1990;3;7;0;0;0;5;1;unknown;1936;1999;x
Commander;6768;URO;1936;1936;1936;1990;3;7;0;1;0;5;0;unknown;1936;1999;x
Commander;6769;URO;1936;1936;1936;1936;3;7;0;1;0;5;0;unknown;1936;1999;x
Commander;6770;URO;1936;1990;1990;1990;3;7;0;0;0;5;1;unknown;1936;1999;x
Commander;6771;URO;1936;1990;1990;1990;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;6772;URO;1936;1990;1990;1990;3;7;0;0;0;5;1;unknown;1936;1999;x
Commander;6773;URO;1936;1936;1990;1990;3;7;0;1;0;5;1;unknown;1936;1999;x
Commander;6774;URO;1936;1936;1990;1990;3;7;0;0;0;5;2;unknown;1936;1999;x
Commander;6775;URO;1936;1990;1990;1990;3;7;0;2;0;5;0;unknown;1936;1999;x
Commander;6776;URO;1936;1990;1990;1990;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;6777;URO;1936;1990;1990;1990;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;6778;URO;1936;1936;1990;1990;3;7;0;2;0;5;0;unknown;1936;1999;x
Commander;6779;URO;1936;1936;1990;1990;3;7;0;1;0;5;1;unknown;1936;1999;x
Commander;6780;URO;1936;1936;1990;1990;3;7;0;0;0;5;2;unknown;1936;1999;x
Commander;6781;URO;1936;1990;1990;1990;3;7;0;2;0;5;0;unknown;1936;1999;x
Commander;6782;URO;1936;1936;1990;1990;3;7;0;1;0;5;0;unknown;1936;1999;x
Commander;6783;URO;1936;1936;1936;1990;3;7;0;0;0;5;1;unknown;1936;1999;x
Commander;6784;URO;1936;1936;1936;1990;3;7;0;2;0;5;0;unknown;1936;1999;x
Commander;6785;URO;1936;1936;1936;1990;3;7;0;1;0;5;0;unknown;1936;1999;x
Commander;6786;URO;1936;1990;1990;1990;3;7;0;2;0;5;0;unknown;1936;1999;x
Commander;6787;URO;1936;1990;1990;1990;3;7;0;0;0;5;1;unknown;1936;1999;x
Commander;6788;URO;1936;1936;1936;1990;3;7;0;1;0;5;2;unknown;1936;1999;x
Commander;6789;URO;1936;1990;1990;1990;3;7;0;0;0;5;1;unknown;1936;1999;x
Commander;6790;URO;1936;1936;1990;1990;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;6791;URO;1936;1990;1990;1990;3;7;0;1;0;5;1;unknown;1936;1999;x
Commander;6792;URO;1936;1990;1990;1990;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;6793;URO;1936;1936;1990;1990;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;6794;URO;1936;1936;1990;1990;3;7;0;1;0;5;0;unknown;1936;1999;x
Commander;6795;URO;1936;1936;1936;1990;3;7;0;0;0;5;1;unknown;1936;1999;x
Commander;6796;URO;1936;1990;1990;1990;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;6797;URO;1936;1990;1990;1990;3;7;0;1;0;5;0;unknown;1936;1999;x
Commander;6798;URO;1936;1936;1990;1990;3;7;0;2;0;5;1;unknown;1936;1999;x
Commander;6799;URO;1936;1990;1990;1990;3;7;0;2;0;5;2;unknown;1936;1999;x
Commander;6800;URO;1936;1990;1990;1990;3;7;0;1;0;5;0;unknown;1936;1999;x
Commander;6801;URO;1936;1990;1990;1990;3;7;0;0;0;5;1;unknown;1936;1999;x
Commander;6802;URO;1936;1990;1990;1990;3;7;0;2;0;5;0;unknown;1936;1999;x
Commander;6803;URO;1936;1990;1990;1990;3;7;0;1;0;5;1;unknown;1936;1999;x
Commander;6804;URO;1936;1936;1936;1936;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;6805;URO;1936;1990;1990;1990;3;7;0;0;0;5;1;unknown;1936;1999;x
Commander;6806;URO;1936;1936;1936;1990;3;7;0;2;0;5;2;unknown;1936;1999;x
Commander;6807;URO;1936;1936;1990;1990;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;6808;URO;1936;1936;1990;1990;3;7;0;1;0;5;0;unknown;1936;1999;x
Commander;6809;URO;1936;1936;1990;1990;3;7;0;0;0;5;1;unknown;1936;1999;x
Commander;6810;URO;1936;1936;1990;1990;3;7;0;1;0;5;0;unknown;1936;1999;x
Commander;6811;URO;1936;1990;1990;1990;3;7;0;1;0;5;0;unknown;1936;1999;x
Commander;6812;URO;1936;1990;1990;1990;3;7;0;1;0;5;0;unknown;1936;1999;x
Commander;6813;URO;1936;1936;1936;1936;3;7;0;1;0;5;2;unknown;1936;1999;x
Commander;6814;URO;1936;1936;1936;1990;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;6815;URO;1936;1936;1936;1990;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;6816;URO;1936;1990;1990;1990;3;7;0;1;0;5;0;unknown;1936;1999;x
Commander;6817;URO;1936;1990;1990;1990;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;6818;URO;1936;1990;1990;1990;3;7;0;2;0;5;0;unknown;1936;1999;x
Commander;6819;URO;1936;1936;1936;1990;3;7;0;1;0;5;1;unknown;1936;1999;x
Commander;6820;URO;1936;1936;1990;1990;3;7;0;2;0;5;2;unknown;1936;1999;x
Commander;6821;URO;1936;1990;1990;1990;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;6822;URO;1936;1936;1990;1990;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;6823;URO;1936;1990;1990;1990;3;7;0;0;0;5;1;unknown;1936;1999;x
Commander;6824;URO;1936;1990;1990;1990;3;7;0;1;0;5;0;unknown;1936;1999;x
Commander;6825;URO;1936;1990;1990;1990;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;6826;URO;1936;1936;1990;1990;3;7;0;2;0;5;1;unknown;1936;1999;x
Commander;6827;URO;1936;1936;1990;1990;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;6828;URO;1936;1990;1990;1990;3;7;0;1;0;5;0;unknown;1936;1999;x
Commander;6829;URO;1936;1936;1990;1990;3;7;0;1;0;5;0;unknown;1936;1999;x
Commander;6830;URO;1936;1990;1990;1990;3;7;0;0;0;5;2;unknown;1936;1999;x
Commander;6831;URO;1936;1936;1936;1990;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;6832;URO;1936;1936;1936;1990;3;7;0;1;0;5;0;unknown;1936;1999;x
Commander;6833;URO;1936;1936;1990;1990;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;6834;URO;1936;1990;1990;1990;3;7;0;0;0;5;1;unknown;1936;1999;x
Commander;6835;URO;1936;1990;1990;1990;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;6836;URO;1936;1990;1990;1990;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;6837;URO;1936;1990;1990;1990;3;7;0;1;0;5;1;unknown;1936;1999;x
Commander;6838;URO;1936;1990;1990;1990;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;6839;URO;1936;1990;1990;1990;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;6840;URO;1936;1990;1990;1990;3;7;0;1;0;5;2;unknown;1936;1999;x
Commander;6841;URO;1936;1936;1936;1936;3;7;0;0;0;5;1;unknown;1936;1999;x
Commander;6842;URO;1936;1936;1990;1990;3;7;0;2;0;5;0;unknown;1936;1999;x
Commander;6843;URO;1936;1990;1990;1990;3;7;0;1;0;5;0;unknown;1936;1999;x
Commander;6844;URO;1936;1990;1990;1990;3;7;0;2;0;5;2;unknown;1936;1999;x
Commander;6845;URO;1936;1936;1936;1990;3;7;0;0;0;5;1;unknown;1936;1999;x
Commander;6846;URO;1936;1936;1990;1990;3;7;0;1;0;5;0;unknown;1936;1999;x
Commander;6847;URO;1936;1936;1990;1990;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;6848;URO;1936;1936;1990;1990;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;6849;URO;1936;1990;1990;1990;3;7;0;0;0;5;1;unknown;1936;1999;x
Commander;6850;URO;1936;1990;1990;1990;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;6851;URO;1936;1990;1990;1990;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;6852;URO;1936;1936;1936;1990;3;7;0;1;0;5;0;unknown;1936;1999;x
Commander;6853;URO;1936;1936;1936;1990;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;6854;URO;1936;1936;1990;1990;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;6855;URO;1936;1936;1936;1936;3;7;0;0;0;5;1;unknown;1936;1999;x
Commander;6856;URO;1936;1936;1936;1990;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;6857;URO;1936;1936;1990;1990;3;7;0;0;0;5;2;unknown;1936;1999;x
Commander;6858;URO;1936;1990;1990;1990;3;7;0;1;0;5;0;unknown;1936;1999;x
Commander;6859;URO;1936;1990;1990;1990;3;7;0;0;0;5;1;unknown;1936;1999;x
Commander;6860;URO;1936;1990;1990;1990;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;6861;URO;1936;1936;1990;1990;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;6862;URO;1936;1936;1990;1990;3;7;0;1;0;5;0;unknown;1936;1999;x
Commander;6863;URO;1936;1990;1990;1990;3;7;0;2;0;5;2;unknown;1936;1999;x
Commander;6864;URO;1936;1990;1990;1990;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;6865;URO;1936;1936;1936;1990;3;7;0;1;0;5;1;unknown;1936;1999;x
Commander;6866;URO;1936;1936;1990;1990;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;6867;URO;1936;1936;1990;1990;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;6868;URO;1936;1990;1990;1990;3;7;0;1;0;5;0;unknown;1936;1999;x
Commander;6869;URO;1936;1990;1990;1990;3;7;0;0;0;5;2;unknown;1936;1999;x
Commander;6870;URO;1936;1936;1936;1936;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;6871;URO;1936;1990;1990;1990;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;6872;URO;1936;1936;1936;1990;3;7;0;1;0;5;2;unknown;1936;1999;x
Commander;6873;URO;1936;1990;1990;1990;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;6874;URO;1936;1936;1990;1990;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;6875;URO;1936;1990;1990;1990;3;7;0;2;0;5;1;unknown;1936;1999;x
Commander;6876;URO;1936;1936;1936;1990;3;7;0;2;0;5;0;unknown;1936;1999;x
Commander;6877;URO;1936;1936;1936;1990;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;6878;URO;1936;1936;1990;1990;3;7;0;1;0;5;1;unknown;1936;1999;x
Commander;6879;URO;1936;1990;1990;1990;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;6880;URO;1936;1936;1936;1990;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;6881;URO;1936;1936;1936;1990;3;7;0;1;0;5;0;unknown;1936;1999;x
Commander;6882;URO;1936;1936;1990;1990;3;7;0;2;0;5;2;unknown;1936;1999;x
Commander;6883;URO;1936;1936;1936;1990;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;6884;URO;1936;1936;1936;1936;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;6885;URO;1936;1990;1990;1990;3;7;0;1;0;5;1;unknown;1936;1999;x
Commander;6886;URO;1936;1990;1990;1990;3;7;0;2;0;5;0;unknown;1936;1999;x
Commander;6887;URO;1936;1990;1990;1990;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;6888;URO;1936;1936;1936;1936;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;6889;URO;1936;1990;1990;1990;3;7;0;1;0;5;2;unknown;1936;1999;x
Commander;6890;URO;1936;1936;1990;1990;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;6891;URO;1936;1936;1990;1990;3;7;0;2;0;5;0;unknown;1936;1999;x
Commander;6892;URO;1936;1936;1990;1990;3;7;0;2;0;5;1;unknown;1936;1999;x
Commander;6893;URO;1936;1990;1990;1990;3;7;0;2;0;5;0;unknown;1936;1999;x
Commander;6894;URO;1936;1936;1990;1990;3;7;0;2;0;5;0;unknown;1936;1999;x
Commander;6895;URO;1936;1990;1990;1990;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;6896;URO;1936;1936;1990;1990;3;7;0;1;0;5;0;unknown;1936;1999;x
Commander;6897;URO;1936;1990;1990;1990;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;6898;URO;1936;1990;1990;1990;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;6899;URO;1936;1990;1990;1990;3;7;0;1;0;5;2;unknown;1936;1999;x
Commander;6900;URO;1936;1990;1990;1990;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;6901;URO;1936;1936;1936;1936;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;6902;URO;1936;1936;1936;1990;3;7;0;1;0;5;0;unknown;1936;1999;x
Commander;6903;URO;1936;1936;1936;1990;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;6904;URO;1936;1936;1936;1936;3;7;0;0;0;5;2;unknown;1936;1999;x
Commander;6905;URO;1936;1990;1990;1990;3;7;0;1;0;5;0;unknown;1936;1999;x
Commander;6906;URO;1936;1936;1990;1990;3;7;0;2;0;5;0;unknown;1936;1999;x
Commander;6907;URO;1936;1936;1990;1990;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;6908;URO;1936;1936;1990;1990;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;6909;URO;1936;1936;1936;1990;3;7;0;1;0;5;0;unknown;1936;1999;x
Commander;6910;URO;1936;1936;1936;1936;3;7;0;0;0;5;1;unknown;1936;1999;x
Commander;6911;URO;1936;1990;1990;1990;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;6912;URO;1936;1936;1990;1990;3;7;0;1;0;5;2;unknown;1936;1999;x
Commander;6913;URO;1936;1936;1936;1990;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;6914;URO;1936;1936;1990;1990;3;7;0;0;0;5;1;unknown;1936;1999;x
Commander;6915;URO;1936;1936;1990;1990;3;7;0;1;0;5;0;unknown;1936;1999;x
Commander;6916;URO;1936;1990;1990;1990;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;6917;URO;1936;1990;1990;1990;3;7;0;2;0;5;0;unknown;1936;1999;x
Commander;6918;URO;1936;1990;1990;1990;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;6919;URO;1936;1936;1990;1990;3;7;0;1;0;5;0;unknown;1936;1999;x
Commander;6920;URO;1936;1990;1990;1990;3;7;0;2;0;5;0;unknown;1936;1999;x
Commander;6921;URO;1936;1990;1990;1990;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;6922;URO;1936;1990;1990;1990;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;6923;URO;1936;1990;1990;1990;3;7;0;1;0;5;0;unknown;1936;1999;x
Commander;6924;URO;1936;1990;1990;1990;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;6925;URO;1936;1936;1990;1990;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;6926;URO;1936;1936;1990;1990;3;7;0;2;0;5;0;unknown;1936;1999;x
Commander;6927;URO;1936;1936;1990;1990;3;7;0;1;0;5;1;unknown;1936;1999;x
Commander;6928;URO;1936;1936;1936;1990;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;6929;URO;1936;1936;1990;1990;3;7;0;0;0;5;2;unknown;1936;1999;x
Commander;6930;URO;1936;1990;1990;1990;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;6931;URO;1936;1936;1936;1990;3;7;0;1;0;5;0;unknown;1936;1999;x
Commander;6932;URO;1936;1990;1990;1990;3;7;0;0;0;5;2;unknown;1936;1999;x
Commander;6933;URO;1936;1990;1990;1990;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;6934;URO;1936;1990;1990;1990;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;6935;URO;1936;1936;1936;1936;3;7;0;1;0;5;0;unknown;1936;1999;x
Commander;6936;URO;1936;1936;1936;1936;3;7;0;2;0;5;0;unknown;1936;1999;x
Commander;6937;URO;1936;1990;1990;1990;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;6938;URO;1936;1990;1990;1990;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;6939;URO;1936;1936;1990;1990;3;7;0;1;0;5;0;unknown;1936;1999;x
Commander;6940;URO;1936;1990;1990;1990;3;7;0;2;0;5;0;unknown;1936;1999;x
Commander;6941;URO;1936;1990;1990;1990;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;6942;URO;1936;1990;1990;1990;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;6943;URO;1936;1990;1990;1990;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;6944;URO;1936;1936;1936;1990;3;7;0;0;0;5;2;unknown;1936;1999;x
Commander;6945;URO;1936;1936;1990;1990;3;7;0;1;0;5;0;unknown;1936;1999;x
Commander;6946;URO;1936;1990;1990;1990;3;7;0;2;0;5;0;unknown;1936;1999;x
Commander;6947;URO;1936;1936;1990;1990;3;7;0;2;0;5;0;unknown;1936;1999;x
Commander;6948;URO;1936;1936;1990;1990;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;6949;URO;1936;1936;1990;1990;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;6950;URO;1936;1936;1936;1936;3;7;0;1;0;5;0;unknown;1936;1999;x
Commander;6951;URO;1936;1990;1990;1990;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;6952;URO;1936;1936;1936;1990;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;6953;URO;1936;1990;1990;1990;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;6954;URO;1936;1936;1936;1990;3;7;0;0;0;5;1;unknown;1936;1999;x
Commander;6955;URO;1936;1990;1990;1990;3;7;0;1;0;5;0;unknown;1936;1999;x
Commander;6956;URO;1936;1990;1990;1990;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;6957;URO;1936;1990;1990;1990;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;6958;URO;1936;1990;1990;1990;3;7;0;2;0;5;0;unknown;1936;1999;x
Commander;6959;URO;1936;1990;1990;1990;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;6960;URO;1936;1990;1990;1990;3;7;0;0;0;5;2;unknown;1936;1999;x
Commander;6961;URO;1936;1936;1936;1990;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;6962;URO;1936;1990;1990;1990;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;6963;URO;1936;1936;1936;1990;3;7;0;1;0;5;0;unknown;1936;1999;x
Commander;6964;URO;1936;1990;1990;1990;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;6965;URO;1936;1936;1936;1990;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;6966;URO;1936;1990;1990;1990;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;6967;URO;1936;1990;1990;1990;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;6968;URO;1936;1936;1990;1990;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;6969;URO;1936;1936;1936;1936;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;6970;URO;1936;1936;1936;1936;3;7;0;2;0;5;0;unknown;1936;1999;x
Commander;6971;URO;1936;1936;1936;1990;3;7;0;2;0;5;0;unknown;1936;1999;x
Commander;6972;URO;1936;1990;1990;1990;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;6973;URO;1936;1936;1936;1990;3;7;0;0;0;5;2;unknown;1936;1999;x
Commander;6974;URO;1936;1990;1990;1990;3;7;0;2;0;5;0;unknown;1936;1999;x
Commander;6975;URO;1936;1936;1936;1990;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;6976;URO;1936;1936;1936;1990;3;7;0;2;0;5;0;unknown;1936;1999;x
Commander;6977;URO;1936;1936;1936;1990;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;6978;URO;1936;1990;1990;1990;3;7;0;2;0;5;0;unknown;1936;1999;x
Commander;6979;URO;1936;1936;1990;1990;3;7;0;0;0;5;0;unknown;1936;1999;x
