Name;ID;Country;Rank 3 Year;Rank 2 Year;Rank 1 Year;Rank 0 Year;Ideal Rank;Max Skill;Traits;Skill;Experience;Loyalty;Type;Picture;Start Year;End Year;x
Commander;9016754;UBO;1936;1936;1936;1990;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;9016755;UBO;1936;1936;1936;1990;3;7;0;1;0;5;0;unknown;1936;1999;x
Commander;9016756;UBO;1936;1990;1990;1990;3;7;0;2;0;5;1;unknown;1936;1999;x
Commander;9016757;UBO;1936;1990;1990;1990;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;9016758;UBO;1936;1990;1990;1990;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;9016759;UBO;1936;1936;1936;1990;3;7;0;2;0;5;1;unknown;1936;1999;x
Commander;9016760;UBO;1936;1936;1990;1990;3;7;0;0;0;5;2;unknown;1936;1999;x
Commander;9016761;UBO;1936;1990;1990;1990;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;9016762;UBO;1936;1990;1990;1990;3;7;0;1;0;5;0;unknown;1936;1999;x
Commander;9016763;UBO;1936;1936;1990;1990;3;7;0;0;0;5;1;unknown;1936;1999;x
Commander;9016764;UBO;1936;1990;1990;1990;3;7;0;1;0;5;0;unknown;1936;1999;x
Commander;9016765;UBO;1936;1990;1990;1990;3;7;0;0;0;5;2;unknown;1936;1999;x
Commander;9016766;UBO;1936;1936;1936;1936;3;7;0;2;0;5;1;unknown;1936;1999;x
Commander;9016767;UBO;1936;1936;1936;1990;3;7;0;0;0;5;1;unknown;1936;1999;x
Commander;9016768;UBO;1936;1936;1936;1990;3;7;0;1;0;5;0;unknown;1936;1999;x
Commander;9016769;UBO;1936;1936;1936;1936;3;7;0;1;0;5;0;unknown;1936;1999;x
Commander;9016770;UBO;1936;1990;1990;1990;3;7;0;0;0;5;1;unknown;1936;1999;x
Commander;9016771;UBO;1936;1990;1990;1990;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;9016772;UBO;1936;1990;1990;1990;3;7;0;0;0;5;1;unknown;1936;1999;x
Commander;9016773;UBO;1936;1936;1990;1990;3;7;0;1;0;5;1;unknown;1936;1999;x
Commander;9016774;UBO;1936;1936;1990;1990;3;7;0;0;0;5;2;unknown;1936;1999;x
Commander;9016775;UBO;1936;1990;1990;1990;3;7;0;2;0;5;0;unknown;1936;1999;x
Commander;9016776;UBO;1936;1990;1990;1990;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;9016777;UBO;1936;1990;1990;1990;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;9016778;UBO;1936;1936;1990;1990;3;7;0;2;0;5;0;unknown;1936;1999;x
Commander;9016779;UBO;1936;1936;1990;1990;3;7;0;1;0;5;1;unknown;1936;1999;x
Commander;9016780;UBO;1936;1936;1990;1990;3;7;0;0;0;5;2;unknown;1936;1999;x
Commander;9016781;UBO;1936;1990;1990;1990;3;7;0;2;0;5;0;unknown;1936;1999;x
Commander;9016782;UBO;1936;1936;1990;1990;3;7;0;1;0;5;0;unknown;1936;1999;x
Commander;9016783;UBO;1936;1936;1936;1990;3;7;0;0;0;5;1;unknown;1936;1999;x
Commander;9016784;UBO;1936;1936;1936;1990;3;7;0;2;0;5;0;unknown;1936;1999;x
Commander;9016785;UBO;1936;1936;1936;1990;3;7;0;1;0;5;0;unknown;1936;1999;x
Commander;9016786;UBO;1936;1990;1990;1990;3;7;0;2;0;5;0;unknown;1936;1999;x
Commander;9016787;UBO;1936;1990;1990;1990;3;7;0;0;0;5;1;unknown;1936;1999;x
Commander;9016788;UBO;1936;1936;1936;1990;3;7;0;1;0;5;2;unknown;1936;1999;x
Commander;9016789;UBO;1936;1990;1990;1990;3;7;0;0;0;5;1;unknown;1936;1999;x
Commander;9016790;UBO;1936;1936;1990;1990;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;9016791;UBO;1936;1990;1990;1990;3;7;0;1;0;5;1;unknown;1936;1999;x
Commander;9016792;UBO;1936;1990;1990;1990;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;9016793;UBO;1936;1936;1990;1990;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;9016794;UBO;1936;1936;1990;1990;3;7;0;1;0;5;0;unknown;1936;1999;x
Commander;9016795;UBO;1936;1936;1936;1990;3;7;0;0;0;5;1;unknown;1936;1999;x
Commander;9016796;UBO;1936;1990;1990;1990;3;7;0;0;0;5;0;unknown;1936;1999;x
Commander;9016797;UBO;1936;1990;1990;1990;3;7;0;1;0;5;0;unknown;1936;1999;x
Commander;9016798;UBO;1936;1936;1990;1990;3;7;0;2;0;5;1;unknown;1936;1999;x
Commander;9016799;UBO;1936;1990;1990;1990;3;7;0;2;0;5;2;unknown;1936;1999;x
